pair_id,intent_category,raw_customer_message,raw_support_reply,customer_message,support_reply
SPOT-0401,Account Compromise & Security,@SpotifyCares Got account alert that password was modified on iPad Air without my consent.,Hi! Send us a direct message immediately so our security team can secure your account. ^JM,Got account alert that password was modified on iPad Air without my consent.,Hi! Send us a direct message immediately so our security team can secure your account. ^JM
SPOT-0402,Playback & Audio Bugs,@SpotifyCares Songs stop playing randomly after 1 minute on Windows 11.,Hey! Check background battery optimization settings for Spotify on your device. ^CA,Songs stop playing randomly after 1 minute on Windows 11.,Hey! Check background battery optimization settings for Spotify on your device. ^CA
SPOT-0403,Account Compromise & Security,@SpotifyCares Got account alert that password was modified on Android 14 without my consent.,Hi! Send us a direct message immediately so our security team can secure your account. ^JM,Got account alert that password was modified on Android 14 without my consent.,Hi! Send us a direct message immediately so our security team can secure your account. ^JM
SPOT-0404,Playlist & Library Issues,@SpotifyCares Cannot edit or reorder tracks in my playlist Roadtrip Songs on Apple Watch.,Hey! Make sure playlist isn't set to read-only or collaborative mode without edit permissions. ^BP,Cannot edit or reorder tracks in my playlist Roadtrip Songs on Apple Watch.,Hey! Make sure playlist isn't set to read-only or collaborative mode without edit permissions. ^BP
SPOT-0405,Subscription & Premium,@SpotifyCares Want to switch my plan from Student to Duo. How does billing work?,Hey! You can change your plan under account overview. Any unused time will be prorated! ^JM,Want to switch my plan from Student to Duo. How does billing work?,Hey! You can change your plan under account overview. Any unused time will be prorated! ^JM
SPOT-0406,Playlist & Library Issues,@SpotifyCares Cannot edit or reorder tracks in my playlist Roadtrip Songs on Web Player.,Hey! Make sure playlist isn't set to read-only or collaborative mode without edit permissions. ^BP,Cannot edit or reorder tracks in my playlist Roadtrip Songs on Web Player.,Hey! Make sure playlist isn't set to read-only or collaborative mode without edit permissions. ^BP
SPOT-0407,Playlist & Library Issues,@SpotifyCares Cannot edit or reorder tracks in my playlist My Top 2026 Hits on iPad Air.,Hey! Make sure playlist isn't set to read-only or collaborative mode without edit permissions. ^BP,Cannot edit or reorder tracks in my playlist My Top 2026 Hits on iPad Air.,Hey! Make sure playlist isn't set to read-only or collaborative mode without edit permissions. ^BP
SPOT-0408,Subscription & Premium,@SpotifyCares Want to switch my plan from Student to Duo. How does billing work?,Hey! You can change your plan under account overview. Any unused time will be prorated! ^JM,Want to switch my plan from Student to Duo. How does billing work?,Hey! You can change your plan under account overview. Any unused time will be prorated! ^JM
SPOT-0409,Playlist & Library Issues,@SpotifyCares Cannot edit or reorder tracks in my playlist Workout Mix on Windows 11.,Hey! Make sure playlist isn't set to read-only or collaborative mode without edit permissions. ^BP,Cannot edit or reorder tracks in my playlist Workout Mix on Windows 11.,Hey! Make sure playlist isn't set to read-only or collaborative mode without edit permissions. ^BP
SPOT-0410,General Query & Feature Request,@SpotifyCares Is DJ AI Feature available in my region yet?,Hi! Keep an eye on our official newsroom updates for feature availability in your region! ^CA,Is DJ AI Feature available in my region yet?,Hi! Keep an eye on our official newsroom updates for feature availability in your region! ^CA
SPOT-0411,General Query & Feature Request,@SpotifyCares Is Hi-Res Audio available in my region yet?,Hi! Keep an eye on our official newsroom updates for feature availability in your region! ^CA,Is Hi-Res Audio available in my region yet?,Hi! Keep an eye on our official newsroom updates for feature availability in your region! ^CA
SPOT-0412,Playlist & Library Issues,@SpotifyCares Cannot edit or reorder tracks in my playlist Workout Mix on Windows 11.,Hey! Make sure playlist isn't set to read-only or collaborative mode without edit permissions. ^BP,Cannot edit or reorder tracks in my playlist Workout Mix on Windows 11.,Hey! Make sure playlist isn't set to read-only or collaborative mode without edit permissions. ^BP
SPOT-0413,Playback & Audio Bugs,@SpotifyCares Songs stop playing randomly after 1 minute on Apple Watch.,Hey! Check background battery optimization settings for Spotify on your device. ^CA,Songs stop playing randomly after 1 minute on Apple Watch.,Hey! Check background battery optimization settings for Spotify on your device. ^CA
SPOT-0414,Playlist & Library Issues,@SpotifyCares Cannot edit or reorder tracks in my playlist Roadtrip Songs on MacBook Pro.,Hey! Make sure playlist isn't set to read-only or collaborative mode without edit permissions. ^BP,Cannot edit or reorder tracks in my playlist Roadtrip Songs on MacBook Pro.,Hey! Make sure playlist isn't set to read-only or collaborative mode without edit permissions. ^BP
SPOT-0415,Login & Auth Issue,"@SpotifyCares Can't sign in on Windows 11, error says Network Timeout.",Hi! Try clearing app cache and restarting your device. Send us a DM if issue persists! ^NK,"Can't sign in on Windows 11, error says Network Timeout.",Hi! Try clearing app cache and restarting your device. Send us a DM if issue persists! ^NK
SPOT-0416,Account Compromise & Security,@SpotifyCares Got account alert that password was modified on Apple Watch without my consent.,Hi! Send us a direct message immediately so our security team can secure your account. ^JM,Got account alert that password was modified on Apple Watch without my consent.,Hi! Send us a direct message immediately so our security team can secure your account. ^JM
SPOT-0417,Billing & Refund Request,@SpotifyCares Charged $16.99 on my card for Spotify but I don't have an active subscription.,Hi! DM us the charge details and transaction date so we can track down the account responsible. ^BP,Charged $16.99 on my card for Spotify but I don't have an active subscription.,Hi! DM us the charge details and transaction date so we can track down the account responsible. ^BP
SPOT-0418,App Crash & Performance,@SpotifyCares Spotify app keeps crashing when loading Artist Page on Windows 11.,Hi! Perform a clean reinstall of the app to clear corrupted cache. ^NK,Spotify app keeps crashing when loading Artist Page on Windows 11.,Hi! Perform a clean reinstall of the app to clear corrupted cache. ^NK
SPOT-0419,Playback & Audio Bugs,@SpotifyCares Songs stop playing randomly after 30 seconds on Apple Watch.,Hey! Check background battery optimization settings for Spotify on your device. ^CA,Songs stop playing randomly after 30 seconds on Apple Watch.,Hey! Check background battery optimization settings for Spotify on your device. ^CA
SPOT-0420,Account Compromise & Security,@SpotifyCares Got account alert that password was modified on Apple Watch without my consent.,Hi! Send us a direct message immediately so our security team can secure your account. ^JM,Got account alert that password was modified on Apple Watch without my consent.,Hi! Send us a direct message immediately so our security team can secure your account. ^JM
SPOT-0421,General Query & Feature Request,@SpotifyCares Is DJ AI Feature available in my region yet?,Hi! Keep an eye on our official newsroom updates for feature availability in your region! ^CA,Is DJ AI Feature available in my region yet?,Hi! Keep an eye on our official newsroom updates for feature availability in your region! ^CA
SPOT-0422,Account Compromise & Security,@SpotifyCares Got account alert that password was modified on iPhone 15 without my consent.,Hi! Send us a direct message immediately so our security team can secure your account. ^JM,Got account alert that password was modified on iPhone 15 without my consent.,Hi! Send us a direct message immediately so our security team can secure your account. ^JM
SPOT-0423,Playback & Audio Bugs,@SpotifyCares Songs stop playing randomly after every song transition on MacBook Pro.,Hey! Check background battery optimization settings for Spotify on your device. ^CA,Songs stop playing randomly after every song transition on MacBook Pro.,Hey! Check background battery optimization settings for Spotify on your device. ^CA
SPOT-0424,Subscription & Premium,@SpotifyCares Want to switch my plan from Free to Individual Premium. How does billing work?,Hey! You can change your plan under account overview. Any unused time will be prorated! ^JM,Want to switch my plan from Free to Individual Premium. How does billing work?,Hey! You can change your plan under account overview. Any unused time will be prorated! ^JM
SPOT-0425,General Query & Feature Request,@SpotifyCares Is Hi-Res Audio available in my region yet?,Hi! Keep an eye on our official newsroom updates for feature availability in your region! ^CA,Is Hi-Res Audio available in my region yet?,Hi! Keep an eye on our official newsroom updates for feature availability in your region! ^CA
SPOT-0426,Playback & Audio Bugs,@SpotifyCares Songs stop playing randomly after 30 seconds on Apple Watch.,Hey! Check background battery optimization settings for Spotify on your device. ^CA,Songs stop playing randomly after 30 seconds on Apple Watch.,Hey! Check background battery optimization settings for Spotify on your device. ^CA
SPOT-0427,Playlist & Library Issues,@SpotifyCares Cannot edit or reorder tracks in my playlist My Top 2026 Hits on iPhone 15.,Hey! Make sure playlist isn't set to read-only or collaborative mode without edit permissions. ^BP,Cannot edit or reorder tracks in my playlist My Top 2026 Hits on iPhone 15.,Hey! Make sure playlist isn't set to read-only or collaborative mode without edit permissions. ^BP
SPOT-0428,Playback & Audio Bugs,@SpotifyCares Songs stop playing randomly after 1 minute on Android 14.,Hey! Check background battery optimization settings for Spotify on your device. ^CA,Songs stop playing randomly after 1 minute on Android 14.,Hey! Check background battery optimization settings for Spotify on your device. ^CA
SPOT-0429,Subscription & Premium,@SpotifyCares Want to switch my plan from Individual to Family. How does billing work?,Hey! You can change your plan under account overview. Any unused time will be prorated! ^JM,Want to switch my plan from Individual to Family. How does billing work?,Hey! You can change your plan under account overview. Any unused time will be prorated! ^JM
SPOT-0430,Subscription & Premium,@SpotifyCares Want to switch my plan from Free to Individual Premium. How does billing work?,Hey! You can change your plan under account overview. Any unused time will be prorated! ^JM,Want to switch my plan from Free to Individual Premium. How does billing work?,Hey! You can change your plan under account overview. Any unused time will be prorated! ^JM
SPOT-0431,Account Compromise & Security,@SpotifyCares Got account alert that password was modified on Apple Watch without my consent.,Hi! Send us a direct message immediately so our security team can secure your account. ^JM,Got account alert that password was modified on Apple Watch without my consent.,Hi! Send us a direct message immediately so our security team can secure your account. ^JM
SPOT-0432,General Query & Feature Request,@SpotifyCares Is Hi-Res Audio available in my region yet?,Hi! Keep an eye on our official newsroom updates for feature availability in your region! ^CA,Is Hi-Res Audio available in my region yet?,Hi! Keep an eye on our official newsroom updates for feature availability in your region! ^CA
SPOT-0433,Playback & Audio Bugs,@SpotifyCares Songs stop playing randomly after every song transition on iPad Air.,Hey! Check background battery optimization settings for Spotify on your device. ^CA,Songs stop playing randomly after every song transition on iPad Air.,Hey! Check background battery optimization settings for Spotify on your device. ^CA
SPOT-0434,Login & Auth Issue,"@SpotifyCares Can't sign in on iPad Air, error says Network Timeout.",Hi! Try clearing app cache and restarting your device. Send us a DM if issue persists! ^NK,"Can't sign in on iPad Air, error says Network Timeout.",Hi! Try clearing app cache and restarting your device. Send us a DM if issue persists! ^NK
SPOT-0435,General Query & Feature Request,@SpotifyCares Is Hi-Res Audio available in my region yet?,Hi! Keep an eye on our official newsroom updates for feature availability in your region! ^CA,Is Hi-Res Audio available in my region yet?,Hi! Keep an eye on our official newsroom updates for feature availability in your region! ^CA
SPOT-0436,Playback & Audio Bugs,@SpotifyCares Songs stop playing randomly after 30 seconds on iPhone 15.,Hey! Check background battery optimization settings for Spotify on your device. ^CA,Songs stop playing randomly after 30 seconds on iPhone 15.,Hey! Check background battery optimization settings for Spotify on your device. ^CA
SPOT-0437,General Query & Feature Request,@SpotifyCares Is DJ AI Feature available in my region yet?,Hi! Keep an eye on our official newsroom updates for feature availability in your region! ^CA,Is DJ AI Feature available in my region yet?,Hi! Keep an eye on our official newsroom updates for feature availability in your region! ^CA
SPOT-0438,Playlist & Library Issues,@SpotifyCares Cannot edit or reorder tracks in my playlist Workout Mix on Android 14.,Hey! Make sure playlist isn't set to read-only or collaborative mode without edit permissions. ^BP,Cannot edit or reorder tracks in my playlist Workout Mix on Android 14.,Hey! Make sure playlist isn't set to read-only or collaborative mode without edit permissions. ^BP
SPOT-0439,General Query & Feature Request,@SpotifyCares Is Canvas Animations available in my region yet?,Hi! Keep an eye on our official newsroom updates for feature availability in your region! ^CA,Is Canvas Animations available in my region yet?,Hi! Keep an eye on our official newsroom updates for feature availability in your region! ^CA
SPOT-0440,Login & Auth Issue,"@SpotifyCares Can't sign in on iPad Air, error says Authentication Failed.",Hi! Try clearing app cache and restarting your device. Send us a DM if issue persists! ^NK,"Can't sign in on iPad Air, error says Authentication Failed.",Hi! Try clearing app cache and restarting your device. Send us a DM if issue persists! ^NK
SPOT-0441,General Query & Feature Request,@SpotifyCares Is Hi-Res Audio available in my region yet?,Hi! Keep an eye on our official newsroom updates for feature availability in your region! ^CA,Is Hi-Res Audio available in my region yet?,Hi! Keep an eye on our official newsroom updates for feature availability in your region! ^CA
SPOT-0442,Login & Auth Issue,"@SpotifyCares Can't sign in on Windows 11, error says Error 404.",Hi! Try clearing app cache and restarting your device. Send us a DM if issue persists! ^NK,"Can't sign in on Windows 11, error says Error 404.",Hi! Try clearing app cache and restarting your device. Send us a DM if issue persists! ^NK
SPOT-0443,Billing & Refund Request,@SpotifyCares Charged $16.99 on my card for Spotify but I don't have an active subscription.,Hi! DM us the charge details and transaction date so we can track down the account responsible. ^BP,Charged $16.99 on my card for Spotify but I don't have an active subscription.,Hi! DM us the charge details and transaction date so we can track down the account responsible. ^BP
SPOT-0444,Login & Auth Issue,"@SpotifyCares Can't sign in on Windows 11, error says Offline Mode Stuck.",Hi! Try clearing app cache and restarting your device. Send us a DM if issue persists! ^NK,"Can't sign in on Windows 11, error says Offline Mode Stuck.",Hi! Try clearing app cache and restarting your device. Send us a DM if issue persists! ^NK
SPOT-0445,App Crash & Performance,@SpotifyCares Spotify app keeps crashing when loading Home Tab on Web Player.,Hi! Perform a clean reinstall of the app to clear corrupted cache. ^NK,Spotify app keeps crashing when loading Home Tab on Web Player.,Hi! Perform a clean reinstall of the app to clear corrupted cache. ^NK
SPOT-0446,Playlist & Library Issues,@SpotifyCares Cannot edit or reorder tracks in my playlist My Top 2026 Hits on MacBook Pro.,Hey! Make sure playlist isn't set to read-only or collaborative mode without edit permissions. ^BP,Cannot edit or reorder tracks in my playlist My Top 2026 Hits on MacBook Pro.,Hey! Make sure playlist isn't set to read-only or collaborative mode without edit permissions. ^BP
SPOT-0447,Subscription & Premium,@SpotifyCares Want to switch my plan from Free to Individual Premium. How does billing work?,Hey! You can change your plan under account overview. Any unused time will be prorated! ^JM,Want to switch my plan from Free to Individual Premium. How does billing work?,Hey! You can change your plan under account overview. Any unused time will be prorated! ^JM
SPOT-0448,Subscription & Premium,@SpotifyCares Want to switch my plan from Individual to Family. How does billing work?,Hey! You can change your plan under account overview. Any unused time will be prorated! ^JM,Want to switch my plan from Individual to Family. How does billing work?,Hey! You can change your plan under account overview. Any unused time will be prorated! ^JM
SPOT-0449,Login & Auth Issue,"@SpotifyCares Can't sign in on Web Player, error says Authentication Failed.",Hi! Try clearing app cache and restarting your device. Send us a DM if issue persists! ^NK,"Can't sign in on Web Player, error says Authentication Failed.",Hi! Try clearing app cache and restarting your device. Send us a DM if issue persists! ^NK
SPOT-0450,Playback & Audio Bugs,@SpotifyCares Songs stop playing randomly after 1 minute on iPhone 15.,Hey! Check background battery optimization settings for Spotify on your device. ^CA,Songs stop playing randomly after 1 minute on iPhone 15.,Hey! Check background battery optimization settings for Spotify on your device. ^CA
SPOT-0451,Subscription & Premium,@SpotifyCares Want to switch my plan from Individual to Family. How does billing work?,Hey! You can change your plan under account overview. Any unused time will be prorated! ^JM,Want to switch my plan from Individual to Family. How does billing work?,Hey! You can change your plan under account overview. Any unused time will be prorated! ^JM
SPOT-0452,Billing & Refund Request,@SpotifyCares Charged $10.99 on my card for Spotify but I don't have an active subscription.,Hi! DM us the charge details and transaction date so we can track down the account responsible. ^BP,Charged $10.99 on my card for Spotify but I don't have an active subscription.,Hi! DM us the charge details and transaction date so we can track down the account responsible. ^BP
SPOT-0453,Billing & Refund Request,@SpotifyCares Charged $19.99 on my card for Spotify but I don't have an active subscription.,Hi! DM us the charge details and transaction date so we can track down the account responsible. ^BP,Charged $19.99 on my card for Spotify but I don't have an active subscription.,Hi! DM us the charge details and transaction date so we can track down the account responsible. ^BP
SPOT-0454,Billing & Refund Request,@SpotifyCares Charged $5.99 on my card for Spotify but I don't have an active subscription.,Hi! DM us the charge details and transaction date so we can track down the account responsible. ^BP,Charged $5.99 on my card for Spotify but I don't have an active subscription.,Hi! DM us the charge details and transaction date so we can track down the account responsible. ^BP
SPOT-0455,Billing & Refund Request,@SpotifyCares Charged $16.99 on my card for Spotify but I don't have an active subscription.,Hi! DM us the charge details and transaction date so we can track down the account responsible. ^BP,Charged $16.99 on my card for Spotify but I don't have an active subscription.,Hi! DM us the charge details and transaction date so we can track down the account responsible. ^BP
SPOT-0456,Playlist & Library Issues,@SpotifyCares Cannot edit or reorder tracks in my playlist My Top 2026 Hits on Android 14.,Hey! Make sure playlist isn't set to read-only or collaborative mode without edit permissions. ^BP,Cannot edit or reorder tracks in my playlist My Top 2026 Hits on Android 14.,Hey! Make sure playlist isn't set to read-only or collaborative mode without edit permissions. ^BP
SPOT-0457,Billing & Refund Request,@SpotifyCares Charged $16.99 on my card for Spotify but I don't have an active subscription.,Hi! DM us the charge details and transaction date so we can track down the account responsible. ^BP,Charged $16.99 on my card for Spotify but I don't have an active subscription.,Hi! DM us the charge details and transaction date so we can track down the account responsible. ^BP
SPOT-0458,App Crash & Performance,@SpotifyCares Spotify app keeps crashing when loading Home Tab on Apple Watch.,Hi! Perform a clean reinstall of the app to clear corrupted cache. ^NK,Spotify app keeps crashing when loading Home Tab on Apple Watch.,Hi! Perform a clean reinstall of the app to clear corrupted cache. ^NK
SPOT-0459,Login & Auth Issue,"@SpotifyCares Can't sign in on Android 14, error says Authentication Failed.",Hi! Try clearing app cache and restarting your device. Send us a DM if issue persists! ^NK,"Can't sign in on Android 14, error says Authentication Failed.",Hi! Try clearing app cache and restarting your device. Send us a DM if issue persists! ^NK
SPOT-0460,Account Compromise & Security,@SpotifyCares Got account alert that password was modified on MacBook Pro without my consent.,Hi! Send us a direct message immediately so our security team can secure your account. ^JM,Got account alert that password was modified on MacBook Pro without my consent.,Hi! Send us a direct message immediately so our security team can secure your account. ^JM
SPOT-0461,Playlist & Library Issues,@SpotifyCares Cannot edit or reorder tracks in my playlist Roadtrip Songs on Apple Watch.,Hey! Make sure playlist isn't set to read-only or collaborative mode without edit permissions. ^BP,Cannot edit or reorder tracks in my playlist Roadtrip Songs on Apple Watch.,Hey! Make sure playlist isn't set to read-only or collaborative mode without edit permissions. ^BP
SPOT-0462,Playlist & Library Issues,@SpotifyCares Cannot edit or reorder tracks in my playlist My Top 2026 Hits on Windows 11.,Hey! Make sure playlist isn't set to read-only or collaborative mode without edit permissions. ^BP,Cannot edit or reorder tracks in my playlist My Top 2026 Hits on Windows 11.,Hey! Make sure playlist isn't set to read-only or collaborative mode without edit permissions. ^BP
SPOT-0463,Login & Auth Issue,"@SpotifyCares Can't sign in on Windows 11, error says Error 404.",Hi! Try clearing app cache and restarting your device. Send us a DM if issue persists! ^NK,"Can't sign in on Windows 11, error says Error 404.",Hi! Try clearing app cache and restarting your device. Send us a DM if issue persists! ^NK
SPOT-0464,Account Compromise & Security,@SpotifyCares Got account alert that password was modified on Apple Watch without my consent.,Hi! Send us a direct message immediately so our security team can secure your account. ^JM,Got account alert that password was modified on Apple Watch without my consent.,Hi! Send us a direct message immediately so our security team can secure your account. ^JM
SPOT-0465,Account Compromise & Security,@SpotifyCares Got account alert that password was modified on Android 14 without my consent.,Hi! Send us a direct message immediately so our security team can secure your account. ^JM,Got account alert that password was modified on Android 14 without my consent.,Hi! Send us a direct message immediately so our security team can secure your account. ^JM
SPOT-0466,General Query & Feature Request,@SpotifyCares Is DJ AI Feature available in my region yet?,Hi! Keep an eye on our official newsroom updates for feature availability in your region! ^CA,Is DJ AI Feature available in my region yet?,Hi! Keep an eye on our official newsroom updates for feature availability in your region! ^CA
SPOT-0467,App Crash & Performance,@SpotifyCares Spotify app keeps crashing when loading Liked Songs on MacBook Pro.,Hi! Perform a clean reinstall of the app to clear corrupted cache. ^NK,Spotify app keeps crashing when loading Liked Songs on MacBook Pro.,Hi! Perform a clean reinstall of the app to clear corrupted cache. ^NK
SPOT-0468,Playback & Audio Bugs,@SpotifyCares Songs stop playing randomly after 30 seconds on MacBook Pro.,Hey! Check background battery optimization settings for Spotify on your device. ^CA,Songs stop playing randomly after 30 seconds on MacBook Pro.,Hey! Check background battery optimization settings for Spotify on your device. ^CA
SPOT-0469,Playlist & Library Issues,@SpotifyCares Cannot edit or reorder tracks in my playlist Workout Mix on Windows 11.,Hey! Make sure playlist isn't set to read-only or collaborative mode without edit permissions. ^BP,Cannot edit or reorder tracks in my playlist Workout Mix on Windows 11.,Hey! Make sure playlist isn't set to read-only or collaborative mode without edit permissions. ^BP
SPOT-0470,Playback & Audio Bugs,@SpotifyCares Songs stop playing randomly after 30 seconds on Web Player.,Hey! Check background battery optimization settings for Spotify on your device. ^CA,Songs stop playing randomly after 30 seconds on Web Player.,Hey! Check background battery optimization settings for Spotify on your device. ^CA
SPOT-0471,Playlist & Library Issues,@SpotifyCares Cannot edit or reorder tracks in my playlist Chill Vibes on iPad Air.,Hey! Make sure playlist isn't set to read-only or collaborative mode without edit permissions. ^BP,Cannot edit or reorder tracks in my playlist Chill Vibes on iPad Air.,Hey! Make sure playlist isn't set to read-only or collaborative mode without edit permissions. ^BP
SPOT-0472,Subscription & Premium,@SpotifyCares Want to switch my plan from Free to Individual Premium. How does billing work?,Hey! You can change your plan under account overview. Any unused time will be prorated! ^JM,Want to switch my plan from Free to Individual Premium. How does billing work?,Hey! You can change your plan under account overview. Any unused time will be prorated! ^JM
SPOT-0473,Account Compromise & Security,@SpotifyCares Got account alert that password was modified on Apple Watch without my consent.,Hi! Send us a direct message immediately so our security team can secure your account. ^JM,Got account alert that password was modified on Apple Watch without my consent.,Hi! Send us a direct message immediately so our security team can secure your account. ^JM
SPOT-0474,Billing & Refund Request,@SpotifyCares Charged $10.99 on my card for Spotify but I don't have an active subscription.,Hi! DM us the charge details and transaction date so we can track down the account responsible. ^BP,Charged $10.99 on my card for Spotify but I don't have an active subscription.,Hi! DM us the charge details and transaction date so we can track down the account responsible. ^BP
SPOT-0475,Billing & Refund Request,@SpotifyCares Charged $19.99 on my card for Spotify but I don't have an active subscription.,Hi! DM us the charge details and transaction date so we can track down the account responsible. ^BP,Charged $19.99 on my card for Spotify but I don't have an active subscription.,Hi! DM us the charge details and transaction date so we can track down the account responsible. ^BP
SPOT-0476,Login & Auth Issue,"@SpotifyCares Can't sign in on Apple Watch, error says Error 404.",Hi! Try clearing app cache and restarting your device. Send us a DM if issue persists! ^NK,"Can't sign in on Apple Watch, error says Error 404.",Hi! Try clearing app cache and restarting your device. Send us a DM if issue persists! ^NK
SPOT-0477,Subscription & Premium,@SpotifyCares Want to switch my plan from Individual to Family. How does billing work?,Hey! You can change your plan under account overview. Any unused time will be prorated! ^JM,Want to switch my plan from Individual to Family. How does billing work?,Hey! You can change your plan under account overview. Any unused time will be prorated! ^JM
SPOT-0478,Account Compromise & Security,@SpotifyCares Got account alert that password was modified on Android 14 without my consent.,Hi! Send us a direct message immediately so our security team can secure your account. ^JM,Got account alert that password was modified on Android 14 without my consent.,Hi! Send us a direct message immediately so our security team can secure your account. ^JM
SPOT-0479,Billing & Refund Request,@SpotifyCares Charged $10.99 on my card for Spotify but I don't have an active subscription.,Hi! DM us the charge details and transaction date so we can track down the account responsible. ^BP,Charged $10.99 on my card for Spotify but I don't have an active subscription.,Hi! DM us the charge details and transaction date so we can track down the account responsible. ^BP
SPOT-0480,App Crash & Performance,@SpotifyCares Spotify app keeps crashing when loading Artist Page on iPad Air.,Hi! Perform a clean reinstall of the app to clear corrupted cache. ^NK,Spotify app keeps crashing when loading Artist Page on iPad Air.,Hi! Perform a clean reinstall of the app to clear corrupted cache. ^NK
SPOT-0481,App Crash & Performance,@SpotifyCares Spotify app keeps crashing when loading Liked Songs on Web Player.,Hi! Perform a clean reinstall of the app to clear corrupted cache. ^NK,Spotify app keeps crashing when loading Liked Songs on Web Player.,Hi! Perform a clean reinstall of the app to clear corrupted cache. ^NK
SPOT-0482,Playback & Audio Bugs,@SpotifyCares Songs stop playing randomly after 1 minute on iPhone 15.,Hey! Check background battery optimization settings for Spotify on your device. ^CA,Songs stop playing randomly after 1 minute on iPhone 15.,Hey! Check background battery optimization settings for Spotify on your device. ^CA
SPOT-0483,Playlist & Library Issues,@SpotifyCares Cannot edit or reorder tracks in my playlist Chill Vibes on iPad Air.,Hey! Make sure playlist isn't set to read-only or collaborative mode without edit permissions. ^BP,Cannot edit or reorder tracks in my playlist Chill Vibes on iPad Air.,Hey! Make sure playlist isn't set to read-only or collaborative mode without edit permissions. ^BP
SPOT-0484,Account Compromise & Security,@SpotifyCares Got account alert that password was modified on Android 14 without my consent.,Hi! Send us a direct message immediately so our security team can secure your account. ^JM,Got account alert that password was modified on Android 14 without my consent.,Hi! Send us a direct message immediately so our security team can secure your account. ^JM
SPOT-0485,Playback & Audio Bugs,@SpotifyCares Songs stop playing randomly after every song transition on Android 14.,Hey! Check background battery optimization settings for Spotify on your device. ^CA,Songs stop playing randomly after every song transition on Android 14.,Hey! Check background battery optimization settings for Spotify on your device. ^CA
SPOT-0486,Playlist & Library Issues,@SpotifyCares Cannot edit or reorder tracks in my playlist My Top 2026 Hits on Web Player.,Hey! Make sure playlist isn't set to read-only or collaborative mode without edit permissions. ^BP,Cannot edit or reorder tracks in my playlist My Top 2026 Hits on Web Player.,Hey! Make sure playlist isn't set to read-only or collaborative mode without edit permissions. ^BP
SPOT-0487,Account Compromise & Security,@SpotifyCares Got account alert that password was modified on iPhone 15 without my consent.,Hi! Send us a direct message immediately so our security team can secure your account. ^JM,Got account alert that password was modified on iPhone 15 without my consent.,Hi! Send us a direct message immediately so our security team can secure your account. ^JM
SPOT-0488,Playback & Audio Bugs,@SpotifyCares Songs stop playing randomly after 30 seconds on Apple Watch.,Hey! Check background battery optimization settings for Spotify on your device. ^CA,Songs stop playing randomly after 30 seconds on Apple Watch.,Hey! Check background battery optimization settings for Spotify on your device. ^CA
SPOT-0489,Account Compromise & Security,@SpotifyCares Got account alert that password was modified on iPhone 15 without my consent.,Hi! Send us a direct message immediately so our security team can secure your account. ^JM,Got account alert that password was modified on iPhone 15 without my consent.,Hi! Send us a direct message immediately so our security team can secure your account. ^JM
SPOT-0490,App Crash & Performance,@SpotifyCares Spotify app keeps crashing when loading Liked Songs on iPad Air.,Hi! Perform a clean reinstall of the app to clear corrupted cache. ^NK,Spotify app keeps crashing when loading Liked Songs on iPad Air.,Hi! Perform a clean reinstall of the app to clear corrupted cache. ^NK
SPOT-0491,Login & Auth Issue,"@SpotifyCares Can't sign in on iPad Air, error says Error 404.",Hi! Try clearing app cache and restarting your device. Send us a DM if issue persists! ^NK,"Can't sign in on iPad Air, error says Error 404.",Hi! Try clearing app cache and restarting your device. Send us a DM if issue persists! ^NK
SPOT-0492,Playback & Audio Bugs,@SpotifyCares Songs stop playing randomly after 30 seconds on MacBook Pro.,Hey! Check background battery optimization settings for Spotify on your device. ^CA,Songs stop playing randomly after 30 seconds on MacBook Pro.,Hey! Check background battery optimization settings for Spotify on your device. ^CA
SPOT-0493,Playback & Audio Bugs,@SpotifyCares Songs stop playing randomly after every song transition on Windows 11.,Hey! Check background battery optimization settings for Spotify on your device. ^CA,Songs stop playing randomly after every song transition on Windows 11.,Hey! Check background battery optimization settings for Spotify on your device. ^CA
SPOT-0494,General Query & Feature Request,@SpotifyCares Is Audiobook streaming available in my region yet?,Hi! Keep an eye on our official newsroom updates for feature availability in your region! ^CA,Is Audiobook streaming available in my region yet?,Hi! Keep an eye on our official newsroom updates for feature availability in your region! ^CA
SPOT-0495,General Query & Feature Request,@SpotifyCares Is Audiobook streaming available in my region yet?,Hi! Keep an eye on our official newsroom updates for feature availability in your region! ^CA,Is Audiobook streaming available in my region yet?,Hi! Keep an eye on our official newsroom updates for feature availability in your region! ^CA
SPOT-0496,Playlist & Library Issues,@SpotifyCares Cannot edit or reorder tracks in my playlist Workout Mix on Windows 11.,Hey! Make sure playlist isn't set to read-only or collaborative mode without edit permissions. ^BP,Cannot edit or reorder tracks in my playlist Workout Mix on Windows 11.,Hey! Make sure playlist isn't set to read-only or collaborative mode without edit permissions. ^BP
SPOT-0497,Playlist & Library Issues,@SpotifyCares Cannot edit or reorder tracks in my playlist Chill Vibes on iPad Air.,Hey! Make sure playlist isn't set to read-only or collaborative mode without edit permissions. ^BP,Cannot edit or reorder tracks in my playlist Chill Vibes on iPad Air.,Hey! Make sure playlist isn't set to read-only or collaborative mode without edit permissions. ^BP
